Draw,Date,Letter,Numbers...
0239,Friday October 03, 2025,M,3,3,5,8
0240,Saturday October 04, 2025,L,6,5,8,3
0241,Sunday October 05, 2025,X,2,7,5,4
0242,Monday October 06, 2025,P,5,9,1,2
0243,Tuesday October 07, 2025,N,2,1,1,5
0244,Wednesday October 08, 2025,V,2,6,0,3
0245,Thursday October 09, 2025,N,5,7,0,2
0246,Friday October 10, 2025,X,6,9,2,0
0247,Saturday October 11, 2025,I,0,0,6,8
0248,Sunday October 12, 2025,R,3,0,4,5
0249,Monday October 13, 2025,T,0,1,5,6
0250,Tuesday October 14, 2025,F,4,7,0,3
0251,Wednesday October 15, 2025,M,5,6,6,3
0252,Thursday October 16, 2025,I,1,5,4,0
0253,Friday October 17, 2025,T,1,9,9,2
0254,Saturday October 18, 2025,H,4,8,6,7
0255,Sunday October 19, 2025,L,1,0,0,3
0256,Monday October 20, 2025,J,0,7,9,5
0257,Tuesday October 21, 2025,G,7,2,4,0
0258,Wednesday October 22, 2025,T,3,2,7,0
0259,Thursday October 23, 2025,A,0,0,5,6
0260,Friday October 24, 2025,E,7,7,0,6
0261,Saturday October 25, 2025,P,7,8,3,4
0262,Sunday October 26, 2025,I,5,1,1,8
0263,Monday October 27, 2025,K,2,0,2,9
0264,Tuesday October 28, 2025,T,7,2,0,7
0265,Wednesday October 29, 2025,W,5,0,2,3
0266,Thursday October 30, 2025,F,5,5,6,7
0267,Friday October 31, 2025,Y,5,7,8,2
0268,Saturday November 01, 2025,K,7,0,2,8
0269,Sunday November 02, 2025,A,2,0,4,8
0270,Monday November 03, 2025,C,5,5,8,6
0271,Tuesday November 04, 2025,P,2,9,9,7
0272,Wednesday November 05, 2025,M,5,7,8,1
0273,Thursday November 06, 2025,R,4,4,8,0
0274,Friday November 07, 2025,B,3,2,8,5
0275,Saturday November 08, 2025,T,1,8,9,5
0276,Sunday November 09, 2025,S,4,0,7,9
0277,Monday November 10, 2025,D,6,3,4,5
0278,Tuesday November 11, 2025,P,7,5,3,8
